osm_type,osm_id,name,name_en,name_ru,name_ky,elevation_m,lat,lon,prominence,wikidata,wikipedia,prominence_calc
node,5604553172,Длинный шпиль,,,,4564,41.078819,77.311719,,,,90
node,3352712325,,,,,4562,42.5123576,74.7654541,,,,178
node,5604554269,28 Панфиловцев,,,,4562,42.0383972,77.7979528,,,,437
node,1867556473,,,,,4561,42.0805312,78.3780312,,,,122
node,5604556441,,,,,4561,41.048639,76.138453,,,,638
node,1867556451,,,,,4560,42.0044072,78.9323473,,,,285
node,1867556472,,,,,4560,42.0789524,78.5514297,,,,226
node,2117832129,Mnich,Mnich,,,4560,40.4992691,74.9064459,,,,87
node,5604554616,,,,,4560,41.8540276,77.0782756,,,,265
node,5604556431,Inek,Inek,,,4560,41.018803,75.899715,,,,148
node,5604556438,Apa,,,,4560,40.90797,75.628852,,,,110
node,6854463945,Kaliningrad,Kaliningrad,Калиниград,,4560,41.1550594,77.7887907,,,,477
node,3660079882,Alma-Ata,Alma-Ata,Алма-Ата,Алма-Ата,4558,42.9282033,77.2629163,,,,198
node,1867556510,,,,,4556,42.1625478,78.5904052,,,,170
node,11818683666,Zhoyutau,Zhoyutau,Жоютау,Жоютау,4556,42.9074251,77.2162955,,,,120
node,5604555742,Чонташ Восточный,,,,4553,40.9165667,74.4301667,,,,1306
node,2117817765,,,,,4550,41.9229996,79.8028173,,,,142
node,5604556433,Dom Beliy,Dom Beliy,,,4550,41.0175528,75.9096278,,,,141
node,10218666408,,,,,4550,42.165646,79.6748686,,,,337
node,2598261600,,,,,4547,39.0497594,74.9443585,,,,243
node,5604556442,,,,,4546,41.0530222,76.1665167,,,,225
node,5604554295,Кама,,,,4545,41.9316,77.74865,,,,142
node,2117832033,Vulture,Vulture,,,4542,40.4974469,74.9124562,,,,7
node,2589812510,,,,,4542,41.8880909,79.8166145,,,,157
node,9957577905,,,,,4541,42.0956749,77.8981841,,,,377
node,2593135393,,,,,4540,39.1735253,74.0589823,,,,149
node,3344802063,,,,,4537,42.5418861,74.7894345,,,,341
node,5604555315,,,,,4535,41.767826,77.651724,,,,174
node,1867556549,,,,,4533,42.2419945,78.6683311,,,,182
node,2589838802,,,,,4531,41.9356207,79.7690347,,,,241
node,2068262482,Uchitel,Uchitel,Учитель,,4530,42.5380201,74.5530646,,,,146
node,2589812567,,,,,4530,41.9720502,79.9322666,,,,197
node,2593135376,,,,,4530,39.1455131,74.0076848,,,,50
node,5604556443,,,,,4530,40.933154,75.695294,,,,212
node,6687148272,,,,,4530,41.9285713,77.0145035,,,,414
node,10251066012,,,,,4528,41.8062215,77.9126787,,,,528
node,5604556444,,,,,4523,41.052277,76.14912,,,,182
node,1740226337,Konstituciya,Konstituciya,Конституции,,4522,42.9825713,77.1661347,,,,444
node,1867556455,,,,,4522,42.018164,78.3992846,,,,104
node,1867556541,,,,,4520,42.2319427,78.6077669,,,,46
node,3345999025,Амантоо,,Амантоо,,4520,42.4616279,74.6407991,,,,540
node,10114175656,Kotlyakov,Kotlyakov,Котлякова,,4520,42.999695,77.2891383,,,,404
node,10244303852,Солодовникова,,,,4520,42.3426542,80.120244,,,,289
node,13597417972,Lysenko,Lysenko,Лысенко,,4520,42.9424034,77.2563557,,,,75
node,3005512675,Байчечекей,,,,4515,42.52982,74.55663,,,,125
node,10246532002,Kurmangazy,Kurmangazy,Курмангазы,Курмангазы,4512,42.9121168,77.2358086,,,,81
node,5604556425,Sumashedshaya,,,,4510,40.8902,75.667723,,,,189
node,5604556458,,,,,4510,40.6447222,74.5011111,,,,117
node,1867556546,,,,,4509,42.2382088,78.826003,,,,
node,1867556553,,,,,4509,42.2693918,78.7951453,,,,229
node,2596899169,,,,,4509,39.2404319,74.7306122,,,,122
node,5604555316,,,,,4509,41.77415,77.732112,,,,469
node,9957578181,,,,,4509,42.0804834,77.8838718,,,,108
node,11987843841,,,,,4509,40.1190982,74.0751959,,,,183
node,2589838828,,,,,4503,41.9867493,79.7519691,,,,55
node,3345999280,Кургактор,,,,4502,42.5435644,74.5883311,,,,136
node,2598261591,,,,,4500,39.0386911,74.9817419,,,,68
node,5604555313,Ленинградская,,,,4500,41.750423,77.674862,,,,91
node,10218667101,,,,,4500,42.0765336,79.3040371,,,,853
node,3345999265,,,,,4498,42.5367554,74.5845087,,,,68
node,2593146298,,,,,4496,39.1722828,74.8072201,,,,198
node,5604554294,Котор,,,,4496,42.0752373,78.2132621,,,,203
node,12241648691,,,,,4496,42.8895746,77.2464233,,,,71
node,3338501135,,,,,4495,42.4380411,74.9161577,,,,575
node,2596899039,,,,,4493,39.1282413,75.0217706,,,,285
node,5604552020,Big Sister,,,,4492,40.486254,75.090293,,,,153
node,5604555312,Олимпийская,,,,4492,41.7347,77.5894,,,,241
node,775952211,Ак-Джаман,,,,4490,40.9082423,74.8228524,,,,702
node,2147913007,Dmitriev,Dmitriev,Дмитриева,,4490,42.9687961,77.1555274,,,,233
node,5604556429,Pt Atta,,,,4490,41.016637,75.910998,,,,43
node,3344802100,пик Компартии Киргизии,,пик Компартии Киргизии,,4488,42.5549599,74.7988677,,,,219
node,1867556513,,,,,4486,42.1825938,78.769551,,,,303
node,2147912636,Zhangyryk,Zhangyryk,Жангырык,Жангырык,4485,42.928433,77.2235222,,,,82
node,2598261580,,,,,4485,39.0324878,75.0370941,,,,135
node,11155837754,Торттор,,,,4484,42.7559553,76.7972543,,,,518
node,11591956701,Torpedo,Torpedo,Торпедо,,4483,42.9479955,77.1521925,,,,274
node,12241648693,,,,,4482,42.8908084,77.2230455,,,,206
node,2589812483,,,,,4481,41.8541622,79.7748849,,,,-6
node,5604556426,Stefan,Stefan,,,4480,41.019765,75.915719,,,,97
node,5604556430,Kumur-Ay,Kumur-Ay,,,4480,40.895991,75.65663,,,,118
node,3346060530,Teke-Tor,Teke-Tor,,,4479,42.511645,74.5224855,,,,104
node,5604555301,Географов,,,,4479,41.923716,76.981669,,,,350
node,11816733279,,,,,4478,42.8159123,77.0539429,,,,439
node,9911548912,10 years of Kazakhstan,10 years of Kazakhstan,им. 10 лет Казахстана,Казакстанга 10 жыл,4477,42.9948916,77.1967131,,,,226
node,12998846261,Akyrgytau,Akyrgytau,Акыргытау,,4477,42.9367706,77.2791427,,,,187
node,10121403448,Бактуу Долоноту,,,,4476,42.8141677,77.0697681,,,,132
node,9911553512,,,,,4474,42.9871852,77.1941501,,,,90
node,13598692659,Zhanatau,Zhanatau,Жанатау,,4471,42.9346017,77.3245451,,,,360
node,5604556439,Altyn-Ay,Altyn-Ay,,,4470,40.8928722,75.6585472,,,,139
node,5604556459,,,,,4470,40.6327778,74.5291667,,,,155
node,1740226321,Miroshkin,Miroshkin,Мирошкина,,4467,42.9784963,77.1741707,,,,63
node,13006993542,50 years of Kazakhstan,50 years of Kazakhstan,50 лет Казахстана,,4466,42.934722,77.2217281,,,,96
node,5578960873,Muztau,Muztau,Музтау,Музтау,4465,42.9963046,77.2117639,,,,102
node,9284239065,Огни святого Эльма,,,,4465,41.7684627,77.6677187,,,,87
node,5604555793,Караджилга,,,,4464,41.3213837,77.4731023,,,,183
node,1867556447,Таштамбектор-Баши,,,,4463,42.3529317,78.8310287,,,,246
node,2589812462,,,,,4462,41.8348043,79.9195518,,,,137
node,2596899184,,,,,4460,39.2581333,74.7648859,,,,105
node,5604556432,Eki-Bash,Eki-Bash,,,4460,40.900057,75.65918,,,,79
node,10246532020,Bilimtau,Bilimtau,Билимтау,Билимтау,4460,42.9141205,77.3230666,,,,260
node,13597422726,50 years of Kazakhstan Pravda,50 years of Kazakhstan Pravda,50 лет Казахстанской правды,,4460,42.9446887,77.2577036,,,,13
node,10848438710,,,,,4458,42.9678264,77.5326787,,,,568
node,3338501413,,,,,4457,42.4782625,74.8278611,,,,449
node,5605661136,Astana,Astana,Астана,,4451,42.3405261,80.2375844,,,,441
node,3336726213,пик Свободы,,пик Свободы,,4450,42.4540682,74.744007,,,,183
node,5604553122,,,,,4450,41.3577778,76.4772222,,,,439
node,5604555792,Первенец,,,,4450,41.3204861,77.5845139,,,,118
node,10247146805,,,,,4450,42.2229243,79.4162178,,,,104
node,2596899019,,,,,4446,39.1066825,74.9693588,,,,93
node,3340467227,,,,,4446,42.4700166,74.9920264,,,,599
node,3348588418,Vladimir Putin Peak,Vladimir Putin Peak,Пик Владимира Путина,Владимир Путин атындагы чоку,4446,42.4713175,74.1574363,,Q1498647,en:Vladimir Putin Peak,706
node,3345998954,Разноцветная,,Разноцветная,,4444,42.4356767,74.612564,,,,397
node,11818683667,Nayzatau,Nayzatau,Найзатау,Найзатау,4444,42.9035246,77.3419132,,,,196
node,2598261633,,,,,4442,39.0767333,74.9051388,,,,113
node,5604554301,,,,,4440,41.963141,77.77338,,,,208
node,3345910478,Медик,,,,4437,42.4516536,74.5149924,,,,390
node,3338501284,,,,,4433,42.4721218,74.8187416,,,,179
node,11293572147,Makataev,Makataev,Макатаева,,4433,42.3711049,80.1329886,,,,276
node,1740226366,,,,,4432,42.991559,77.2153986,,,,42
node,11155837758,,,,,4432,42.874183,77.221627,,,,206
node,10178995344,Каратума,,,,4430,40.372754,74.0492457,,,,1869
node,1740226126,,,,,4428,42.9340825,77.1297785,,,,273
node,12421818279,,,,,4428,42.8996481,77.2550839,,,,72
node,2117690562,,,,,4427,42.3420186,80.2458182,,,,41
node,2147900977,Ашутер Новый,,,,4427,42.4367129,79.9639785,,,,508
node,2117690583,Kazakh club of climbers,Kazakh club of climbers,Казахского клуба альпинистов,,4426,42.3584775,80.2265665,,,,212
node,3338501167,,,,,4425,42.4454709,74.8712217,,,,330
node,11816733283,Суровый,,,,4425,42.8078556,76.9218982,,,,371
node,3346060352,пик Грязнова,,,,4424,42.4749379,74.5359492,,,,176
node,1867556467,,,,,4422,42.0619784,78.0052675,,,,337
node,9285318797,пик Розенталя,,,,4422,41.765632,77.6146579,,,,88
node,11816733284,,,,,4422,42.7833713,76.8639609,,,,475
node,3345910431,Ак-Дувал,,,,4421,42.4385303,74.4967647,,,,319
node,5604554557,ПНИПУ,,,,4421,41.8631333,77.5372583,,,,562
node,10848742364,Borodin,Borodin,Бородина,Бородин,4420,42.9167496,77.2950775,,,,119
node,3353072353,Обелиск,,Обелиск,,4416,42.4140231,74.6322481,,,,359
node,9364978159,Y. Abalakov,Y. Abalakov,Е. Абалакова,Э. Абалаков,4416,42.974455,77.103486,,,,247
node,2589812541,,,,,4412,41.9311822,79.8263562,,,,85
node,3338501499,Кочеты-Ашуу,,Кочеты-Ашуу,,4412,42.5063659,74.9059463,,,,362
node,9979001750,,,,,4412,41.8785323,77.6817625,,,,277
node,1867556463,,,,,4410,42.0394026,78.4846621,,,,359
node,2596899095,,,,,4410,39.1606415,75.0147091,,,,147
node,13597373669,Glinka,Glinka,Глинки,Глинка,4410,42.9178661,77.2674851,,,,7
node,3336576847,Чёртов Палец,,,,4409,42.5408083,74.7302089,,,,90
node,11816733282,,,,,4409,42.8041246,76.9533285,,,,228
node,3336726522,,,,,4405,42.5391871,74.7446551,,,,64
node,12295850617,Agatau,Agatau,Агатау,Агатау,4403,42.9277427,77.2129883,,,,67
node,2589838796,,,,,4401,41.9287828,79.7537469,,,,264
node,10226210195,Исследователей Тянь-Шаня,,Исследователей Тянь-Шаня,,4401,42.3130525,79.8490191,,,,255
node,5604554559,Осетрова,,,,4400,41.8674111,77.5578528,,,,105
node,5604555744,,,,,4400,41.4409892,77.4056232,,,,564
node,5605661056,"ДСО ""Зенит""",,"ДСО ""Зенит""","ДСО ""Зенит""",4400,42.0864111,78.8423972,,,,-177
node,2589993773,,,,,4397,39.0044312,75.1322995,,,,203
node,5604554560,Обеднина,,,,4397,41.8733639,77.5904083,,,,222
node,10244303832,Тренировочный,,,,4397,42.3365954,80.1741242,,,,345
node,1867556481,,,,,4395,42.1093648,78.4656154,,,,159
node,3345910401,Снежная,,Снежная,,4394,42.4295782,74.605086,,,,169
node,13008972086,Ehdel'shtejn,Ehdel'shtejn,Эдельштейн,Эдельштейн,4394,42.9021104,77.189634,,,,94
node,1740226385,,,,,4393,42.9953149,77.3048369,,,,93
node,9911548911,Soviet Kazakhstan,Soviet Kazakhstan,Советский Казахстан,Советтик Казакстан,4392,42.9976381,77.2194153,,,,71
node,5604556445,,,,,4390,41.062011,76.131754,,,,140
node,10247147173,,,,,4390,42.2418943,79.4950962,,,,286
node,10247147224,,,,,4390,42.2277876,79.5641722,,,,384
node,12203518112,,,,,4390,42.9833925,77.1612851,,,,93
node,1859950518,,,,,4388,42.4296092,75.1466278,,,,615
node,1740226196,Legostaev,Legostaev,Легостаева,Легостаев,4387,42.947315,77.034193,,,,374
node,11747517684,,,,,4386,42.9760973,77.1757603,,,,39
node,1740226338,Kazakh National University,Kazakh National University,Казахского Национального Университета,,4385,42.9829646,77.2298852,,,,217
node,3338501249,,,,,4385,42.463889,74.8258468,,,,97
node,8208289269,,,,,4385,41.3686852,76.3266767,,,,455
node,1916150890,Иссык-Ата,,Иссык-Ата,,4382,42.4201645,74.7661216,,,,218
node,2589812535,,,,,4381,41.9231927,79.8487264,,,,46
node,12248822454,,,,,4381,42.7636458,76.6482425,,,,77
node,2593146324,,,,,4379,39.2136535,74.9583586,,,,109
node,5604555299,Перевальный,,,,4379,41.972947,77.437288,,,,488
node,5604556460,,,,,4378,40.5744444,74.6166667,,,,-24
node,5604553160,Спутник надежды,,,,4376,41.088071,77.301333,,,,38
node,2596899232,,,,,4375,39.2777736,74.8447342,,,,545
node,11591956704,Tupsytau,Tupsytau,Тупсытау,,4375,42.9466126,77.1763841,,,,214
node,12241648703,,,,,4375,42.8830036,77.20761,,,,111
node,11816733280,,,,,4372,42.8143536,77.0415117,,,,172
node,11502627782,ЦСКА,,ЦСКА,,4371,42.9738027,77.1425138,,,,132
node,11693840646,,,,,4370,42.995337,77.3117115,,,,30
node,3345910415,,,,,4367,42.43153,74.5910248,,,,185
node,10142795650,,,,,4367,42.7858511,76.9595086,,,,308
node,3352709256,,,,,4366,42.4999113,74.7613667,,,,17
node,5605660904,МГМИ,,,,4365,42.2063456,78.5782286,,,,124
node,10853146630,,,,,4364,42.8084561,76.9801256,,,,231
node,1867556469,,,,,4361,42.0758385,78.9532284,,,,213
node,3345910438,пик Логвиненко,,,,4361,42.4409751,74.4832849,,,,206
node,1861557810,Adygene,Adygene,,,4360,42.5316125,74.4140773,,,,520
node,3344802038,,,,,4359,42.5253809,74.7650177,,,,119
node,3345910425,,,,,4357,42.4375733,74.5051574,,,,30
node,1859831075,,,,,4356,42.0322083,75.9115105,,,,727
node,6687148254,,,,,4356,41.9413252,77.0423233,,,,206
node,11816733278,,,,,4354,42.8103739,77.1182975,,,,304
node,12241648692,,,,,4354,42.8828581,77.2192136,,,,52
node,5604554561,Коробейникова,,,,4352,41.8787,77.6044861,,,,19
node,13011747281,Snezhnye zub'ya,Snezhnye zub'ya,Снежные зубья,,4352,42.8193513,77.0849029,,,,184
node,5604555743,Kremen,Kremen,,,4351,40.9100667,74.6549167,,,,416
node,1889324655,Независимости Арабов,,Независимости Арабов,Арабдын көз карандысыздыгы,4350,42.4597458,74.2770623,,,,531
node,2627097332,,,,,4350,39.0161816,75.1102681,,,,270
node,3345910423,пик Токтогула,,,,4350,42.4366421,74.4785303,,,,135
node,5604555773,,,,,4350,41.4687412,77.5300648,,,,64
node,9394854394,Kuandytau,Kuandytau,Куандытау,Куандытау,4350,42.9084718,77.333196,,,,95
node,13009109528,Dvurogij,Dvurogij,Двурогий,Двурогий,4349,42.8140403,77.0842673,,,,89
node,5604553789,Марс,,,,4345,42.0072642,78.0895578,,,,31
node,5605660833,пик Тельмана,,,,4345,42.2217822,78.4505545,,,,148
node,11477712560,Gorodetsky,Gorodetsky,Городецкого,Городецкий,4345,42.9755355,77.0774357,,,,211
node,12142097071,г. Марс,,,,4345,42.0054796,78.0887863,,,,34
node,1740226128,,,,,4343,42.9345408,77.1082874,,,,231
node,5604552014,Middle Sister,,,,4341,40.4912256,75.0870147,,,,217
node,5605660858,50-лет Труду,,,,4341,42.2442687,78.5927229,,,,124
node,1867556565,,,,,4340,42.3101609,78.9416477,,,,127
node,5605660835,пик Тамма,,,,4340,42.2034985,78.5150536,,,,318
node,1740226416,,,,,4339,42.9996942,77.3478006,,,,218
node,5725019924,,,,,4339,41.7936007,76.9321866,,,,662
node,12996063133,Kuzdybastau,Kuzdybastau,Куздыбастау,,4338,42.9262409,77.3389328,,,,171
node,12241649029,Aksu,Aksu,Аксу,Аксу,4337,42.8365233,77.1239992,,,,259
node,1740226162,Koshtau,Koshtau,Коштау,Коштау,4336,42.9408647,77.1911473,,,,209
node,11462243687,Сарыкудук,,,,4336,42.7635687,76.755616,,,,227
node,3336726189,,,,,4334,42.4279062,74.6207422,,,,168
node,11664634133,,,,,4332,42.9877055,77.2286683,,,,73
node,2598261555,,,,,4331,39.019439,74.9617239,,,,125
node,11816733281,,,,,4331,42.8095801,77.006426,,,,195
node,10121403447,Ай-Тёр,,,,4330.7,42.8146374,77.2119271,,,,423
node,13011865718,Keminskie bashni,Keminskie bashni,Кеминские башни,Кеминские башни,4329,42.9312894,77.2083294,,,,127
node,3340467233,,,,,4328,42.4783331,74.9952101,,,,163
node,2589993792,,,,,4325,39.0183946,75.2172631,,,,294
node,8832184395,пик Ажурный,,,,4325,41.7944958,77.820302,,,,299
node,12188566090,,,,,4322,42.9291077,77.5192961,,,,314
node,1740226314,Sarym Kuderin,Sarym Kuderin,Сарыма Кудерина,Сарым Кудерин,4321,42.9771217,77.061738,,,,137
node,1867556567,,,,,4321,42.3140363,78.7368679,,,,305
node,2589812466,,,,,4321,41.8381802,79.799776,,,,94
node,9385093277,Пик Мун,,,,4321,42.7724129,76.7309269,,,,155
node,5605660848,пик Аютор,,,,4320,42.2837975,78.4137336,,,,554
node,2627514412,,,,,4319,39.0135023,75.1500514,,,,84
node,2117817704,,,,,4318,41.9019011,79.7528622,,,,109
node,5604556461,,,,,4318,40.6113889,74.5763889,,,,70
node,13011787774,Bosteri,Bosteri,Бостери,Бостери,4318,42.8174952,77.1133012,,,,118
node,3345999030,Тарановой,,,,4317,42.4639331,74.5457277,,,,257
node,1867556464,,,,,4315,42.0482569,78.1233072,,,,52
node,12241648689,,,,,4315,42.8964058,77.2892684,,,,113
node,1889320557,,,,,4314,42.4416185,74.3134669,,,,454
node,1859838664,,,,,4312,42.0463634,75.8661647,,,,285
node,385768288,Panfilov,Panfilov,,,4310,42.5192327,74.4153732,,,,154
node,1867556543,,,,,4310,42.23148,78.5123668,,,,275
node,3340467221,,,,,4310,42.4581758,74.9888428,,,,154
node,1859950519,,,,,4309,42.4443996,75.1086222,,,,178
node,10246531963,Trapeciya,Trapeciya,Трапеция,Трапеция,4308,42.8101945,77.0954728,,,,102
node,3344802137,Куарча,,,,4306,42.5674883,74.826443,,,,256
node,3350649448,Манас,,,,4306,42.4477726,74.4883196,,,,96
node,13597461529,Kazakh club of climbers,Kazakh club of climbers,Казахского клуба альпинистов,,4306,42.9510205,77.2648496,,,,27
node,13011817431,Nemyckij,Nemyckij,Немыцкого,Немыцкий,4304,42.901788,77.1810186,,,,102
node,3353072352,Восточная Усечёнка,,Восточная Усечёнка,,4303,42.4775984,74.7425064,,,,148
node,12241648705,,,,,4303,42.8776257,77.199701,,,,61
node,3344802124,,,,,4302,42.5613811,74.8203972,,,,192
node,5735891976,,,,,4302,41.9224912,77.2572456,,,,163
node,10244303829,Александрова,,,,4302,42.3468094,80.1672363,,,,57
node,12241649030,,,,,4302,42.8521861,77.1267704,,,,111
node,12241649031,Dom uchenykh,Dom uchenykh,Дом ученых,Дом ученых,4302,42.86237,77.1280947,,,,140
node,3345999218,Хрустальный,,,,4300,42.5068449,74.5900819,,,,45
node,3348588404,Таштор,,,,4300,42.4654666,74.1672346,,,,57
node,5605660843,пик Делоне,,,,4300,42.2029109,78.5154093,,,,45
node,5605660898,пик Оттук,,,,4300,42.3418667,78.9737444,,,,251
node,3346060567,BOKS,BOKS,,,4298,42.5227024,74.5240665,,,,169
node,2593135289,,,,,4297,39.0053645,74.3527903,,,,-14
node,9285355245,Мушка,,,,4297,41.7688124,77.6242142,,,,45
node,8668914535,Тосор-Башы,,,,4295,41.9538303,77.3719171,,,,219
node,2593146337,,,,,4293,39.2692947,74.5526223,,,,51
node,3338501431,,,,,4293,42.4852403,74.8956288,,,,181
node,1859950521,,,,,4292,42.4770335,75.1219586,,,,371
node,6687148271,,,,,4290,41.9155572,77.0374982,,,,217
node,8208372317,,,,,4290,41.3521088,76.2806198,,,,322
node,11477712544,Dostyk,Dostyk,Достык,Достук,4290,42.9700438,77.1266948,,,,52
node,13008977259,Suuk-Choku,Suuk-Choku,Суук-Чоку,Суук-Чоку,4290,42.920524,77.1994764,,,,157
node,2374484215,Tsentral'nyy,Tsentral'nyy,Центральный,Центральный,4289,42.9158067,77.308969,,,,50
node,13009109566,Polosatyj,Polosatyj,Полосатый,,4288,42.8271505,77.0843219,,,,151
node,3338501517,,,,,4287,42.5124004,74.9242966,,,,133
node,3338501282,,,,,4286,42.4716571,74.8951283,,,,160
node,3338501453,,,,,4286,42.4900103,74.903367,,,,227
node,3336726166,Petrosyanc,Petrosyanc,Петросянца,Петросянц,4285,42.422535,74.8096543,,,,292
node,5604555020,Teaghan,,,,4285,41.9567583,76.7628861,,,,135
node,385811683,Акпай,,Акпай,,4284,42.5218429,74.3439545,,,,351
node,1740226391,,,,,4283,42.9962395,77.3237103,,,,62
node,11502627789,Meiramtau,Meiramtau,Мейрамтау,,4283,42.9754612,77.1165908,,,,77
node,11816733277,,,,,4283,42.8095318,77.1315417,,,,142
node,12374365867,пик Кошевого,,,,4280,42.5492781,74.5457323,,,,90
node,2147912905,Leninskaya smena,Leninskaya smena,Ленинская смена,Ленинская смена,4279,42.9542914,77.0333781,,,,76
node,3345910474,пик Студентов,,,,4279,42.4518317,74.4768471,,,,241
node,3336726116,пик Геологов,,пик Геологов,,4276,42.4047303,74.6932672,,,,265
node,301100552,Przhevalsky Peak,Przhevalsky Peak,пик Пржевальского,,4272,42.3445257,78.5293294,,,,440
node,1867556550,,,,,4270,42.2502518,78.951539,,,,196
node,9447577915,пик Дюкло,,,,4270,42.2117287,78.4433269,,,,63
node,2959677445,Pik Freeapproved 2,,,,4267,41.1031735,77.5247452,,,,-357
node,12248328850,,,,,4267,42.8680089,77.2161626,,,,53
node,12188566092,,,,,4265,42.9384367,77.5337179,,,,224
node,11503027530,Oleg Koshevoy,Oleg Koshevoy,Олега Кошевого,Олег Кошевой,4263,42.9883083,77.0856791,,,,117
node,2593135331,,,,,4262,39.0521646,74.3576273,,,,199
node,3338501085,,,,,4261,42.4298641,74.8841757,,,,90
node,3345999228,,,,,4261,42.5118653,74.6140522,,,,198
node,10244303905,,,,,4261,42.3858833,79.9778167,,,,336
node,1867556558,,,,,4260,42.2695924,78.7128353,,,,242
node,1859831090,,,,,4258,42.0605231,75.875485,,,,322
node,385768289,,,,,4257,42.5204053,74.4207131,,,,49
node,13009021733,,,,,4256,42.8491689,77.1245193,,,,32
node,3338501198,,,,,4254,42.4543927,74.8266166,,,,49
node,1867556502,,,,,4253,42.1521047,78.742527,,,,87
node,11591959363,,,,,4253,42.952083,77.0685191,,,,177
node,10176135605,,,,,4252,42.9071503,77.7035623,,,,418
node,3336726162,,,,,4249,42.4218459,74.8396575,,,,212
node,3345910422,,,,,4248,42.4363021,74.5532629,,,,253
node,13009128503,Stena,Stena,Стена,,4247,42.8356928,77.0870505,,,,48
node,2596899192,,,,,4246,39.2617504,74.8165933,,,,98
node,10246531980,Nauka,Nauka,Наука,Наука,4246,42.8699469,77.1300034,,,,71
node,13598703717,,,,,4246,42.940605,77.3327687,,,,101
node,3345999319,пик Фрунзе,,пик Фрунзе,,4245,42.5594482,74.5890374,,,,36
node,5734412473,,,,,4245,41.9928341,77.3317771,,,,89
node,385768290,Peak Agitator,Peak Agitator,,,4244,42.5485991,74.4102564,,,,138
node,2596899180,,,,,4244,39.2514402,74.6721843,,,,95
node,2593135385,,,,,4243,39.1627701,74.0122844,,,,53
node,2596899131,,,,,4241,39.1906666,74.9977036,,,,167
node,2147912567,Akkum,Akkum,Аккум,Аккум,4240,42.9218155,76.74932,,,,736
node,5605660855,Гастелло,,,,4240,42.2765626,78.4211182,,,,318
node,11477712567,Sapozhnikov,Sapozhnikov,Сапожникова,Сапожников,4240,42.9652768,77.0606419,,,,114
node,5604552019,Daisy,,,,4239,40.5211823,75.1033842,,,,320
node,1867556478,,,,,4237,42.1090778,78.1872741,,,,401
node,1867556484,,,,,4237,42.1312987,78.2914924,,,,-303
node,1740226171,Kirov,Kirov,Кирова,Киров,4234,42.9435122,77.1284905,,,,61
node,3338501065,,,,,4234,42.4268443,74.9022669,,,,51
node,12248328849,,,,,4234,42.8622408,77.2236498,,,,88
node,11591976469,,,,,4233,42.9506392,77.0726813,,,,20
node,11693906279,"XXII s""ezda KPSS","XXII s""ezda KPSS",XXII съезда КПСС,КПССтин XXII съезди,4231,42.9311876,77.1351338,,,,96
node,1889320547,,,,,4230,42.4425502,74.2836496,,,,324
node,2593135388,,,,,4230,39.1658575,74.1319159,,,,125
node,5578960564,Апа-тоо,,,,4230,42.801775,76.7028,,,,262
node,13159547060,Кеслертас,,Кеслертас,,4230,42.5078755,80.2718945,,,,539
node,11215487985,ETI,ETI,ЕТИ,ЕТИ,4229,42.9755347,77.049692,,,,94
node,13009032789,,,,,4229,42.8788398,77.118272,,,,212
node,12241648686,Zhalpak,Zhalpak,Жалпак,Жалпак,4228,42.8997201,77.3504486,,,,83
node,1859950525,,,,,4226,42.496935,75.5572628,,,,793
node,1740532925,Almaty Alagar,Almaty Alagar,Алматы Алагар,Алматы Алагар,4225,42.9843858,76.9668018,,,,632
node,12241649318,,,,,4225,42.9008664,77.3098199,,,,107
node,12248328848,Zhasylkel'too,Zhasylkel'too,Жасылкельтоо,Жасылкельтоо,4224,42.8870009,77.155084,,,,86
node,1865931078,Джаламыш,,,,4220,42.4973935,74.4127539,,,,206
node,1867556554,,,,,4220,42.2665642,78.5794445,,,,205
node,3345999014,Туюк-Суу,,Туюк-Суу,,4220,42.4567661,74.5482986,,,,131
node,7367971716,,,,,4220,40.7412988,75.3094447,,,,256
node,13011865722,Olzhatau,Olzhatau,Олжатау,,4220,42.9463421,77.218725,,,,130
node,12241648690,,,,,4219,42.8795835,77.2608495,,,,78
node,1865931104,Alpkarakush (prev.30 years of the VLKSM),Alpkarakush (prev.30 years of the VLKSM),,,4217,42.5030348,74.4191866,,,,144
node,1889324571,,,,,4216,42.4376545,74.3359763,,,,243
node,3338501125,,,,,4216,42.4347704,74.8374943,,,,153
node,5604555807,Бешмойнок,,,,4216,41.340477,76.510332,,,,268
node,1642960248,Красная горка,,,,4215,42.5640871,74.5468578,,,,74
node,3466487140,Pik Vit,Pik Vit,пик Вит,Пик Bит,4215,42.2335122,79.5785091,,,,208
node,5605660854,Героев Краснодона,,,,4215,42.2890023,78.4452346,,,,165
node,7370581927,,,,,4215,41.3798356,76.6844094,,,,431
node,12241648687,,,,,4215,42.8931237,77.3494998,,,,148
node,1859831140,,,,,4214,42.0915573,75.9832985,,,,352
node,10246531989,Batyltoo,Batyltoo,Батылтау,Батылтоо,4213,42.8886928,77.1610874,,,,67
node,1857053213,,,,,4212,42.4424369,74.3053658,,,,77
node,3336726124,,,,,4211,42.4055778,74.6686082,,,,127
node,5429569008,,,,,4210,42.420447,79.2031002,,,,393
node,11155837750,,,,,4209,42.8070388,77.1776113,,,,261
node,13011788575,,,,,4209,42.8488625,77.1358919,,,,64
node,3660079905,Butaktau,Butaktau,Бутактау,,4208,42.9550246,77.2754372,,,,39
node,6854463946,Dementyeva,Dementyeva,Дементьева,,4208,41.1558914,77.7769192,,,,56
