osm_type,osm_id,name,name_en,name_fr,name_es,elevation_m,lat,lon,prominence,wikidata,wikipedia,prominence_calc
node,579973382,Pic de Calm Colomer,,,,2863,42.4924406,1.7299782,224,Q63808439,ca:Pic de Calm Colomer,236
node,2331583179,Pic Souriguère,,,,1589,43.0178007,-0.7147869,,,,236
node,1250027591,Pico Llena del Bozo,,,Pico Llena del Bozo,2566,42.7699201,-0.5841925,237,,,235
node,43658075,Pic de Montaud,,Pic de Montaud,,2494.9,42.7503425,1.132811,,Q11941477,ca:Pic de Montalt,234
node,1091885476,Pic d'Arrouyette - Pic d'Estos,,,,2803,42.7507479,0.3838418,,,,233
node,7797455939,Puntal de Bachaco,,,,2317,42.6130488,0.206218,,,,233
node,2188365875,Bony de les Neres,,,,2211,42.546288,1.562015,,Q21330038,,233
node,3940650615,San Zolo,,,,1281,42.8740118,-0.8942431,,,,233
node,948491810,Argible,,,,1199.80,42.787713,-0.9810705,,Q112780365,eu:Argible,233
node,1250031987,Pico de Salarons o Gallinero,,,,2746,42.6695346,-0.0588105,236,,,232
node,1250025913,Pico Eriste Gran,,,Pico Eriste Gran,3056,42.6250668,0.4092338,230,,,231
node,3255721761,Pic de Labas,,,,2946,42.7824809,-0.108251,225,,,230
node,733939396,Pic d'Estibe Aute,,,,2816,42.8062715,-0.1234507,231,,,230
node,1250026352,Pico de Barrosa,,,,2762,42.7178662,0.1701249,203,,,230
node,1250038696,Idoia,,,,1754,42.817263,-0.8538794,,,,230
node,1660223288,Alt del Griu,,,,2875,42.5251435,1.6512392,216,Q21329776,ca:Alt del Griu,229
node,339066841,Bony de Trescul,,,,2405.8,42.4979473,1.3991095,249,Q17483761,ca:Bony de Trescul,229
node,4388179227,Soum Couy,,,,2315,42.9565134,-0.7203911,,,,229
node,3708918166,Tuc deth Plan dera Sèrra,,Tuc du Plan de la Serre,Tuc deth Plan dera Sèrra,1977.1,42.7549188,0.6391487,231,Q11953339,ca:Tuc deth Plan dera Sèrra,228
node,575756366,Pic de Mariolo,,,,2856.7,42.5307206,0.9576317,279,Q17482856,ca:Pic de Nariolo,227
node,6203277509,Pic de Bastan d’Aulon,,,,2721,42.8623702,0.217728,211,,,227
node,5064537739,Pic de Bizkarzé,,Pic de Bizkarzé,,1656,43.0041027,-1.0444082,,Q3382352,eu:Bizkarze,227
node,733817077,Pic Lariste,,,,2168,42.8846014,-0.6787452,,,,226
node,948495205,Legate,,,,869.80,43.1739331,-1.5674596,,Q12262061,,226
node,1304133675,Pic de Baborte,,,,2933,42.6574619,1.3670785,217,Q17481289,ca:Pic de Baborte,225
node,6695660101,Malh de Bolard,,,,2753.2,42.8058071,0.9604458,,Q109044054,fr:Mail de Bulard,225
node,12400906452,Pic de la Socarrada,,,,2329,42.5674017,2.0536761,,,,225
node,3333747512,Txorrotxarria,,,,1522,42.861335,-1.0028,,Q112785063,eu:Txorrotxarria,225
node,4065465006,Borrokoxko,,,,1395,42.8526515,-1.1960005,,Q112786679,eu:Borrokoxko,225
node,3337470414,Beiegu,,,,1193,42.8697208,-1.1244859,,Q112782164,eu:Beiegu,224
node,277377889,Casamanya Nord,,,,2757,42.5873712,1.570299,207,,,223
node,3290101415,Lauriñaga,,,,1279,43.0540811,-1.342739,,,,223
node,1250016507,Pala de Montinier,,,,2593,42.62196,0.1615513,219,,,222
node,3996878153,Tuc d'Auba,,,,2571,42.6674545,0.7324253,215,,,222
node,3406883859,Montanha d'Uishèra,,,,2339.2,42.7656097,0.7327991,220,Q11937397,ca:Montanha d'Uishèra,222
node,1250039783,Tozal del Mallo,,,,2254,42.6620926,-0.0744195,,Q6151319,,222
node,7523879316,Tuca Blanca de Pomèro,,,,2697.1,42.6685939,0.6797267,253,Q11953341,ca:Tuca Blanca de Pomèro,221
node,1682153503,Pic la Bèque de Sesques,,,,2371,42.9112847,-0.4765703,,,,221
node,1250019278,Tuca des Corbets,,,Tuca des Corbets,2901,42.6381638,0.4754009,216,,,220
node,2475150721,Pic Arrouy,,,,2785,42.849215,-0.2005573,,,,220
node,577180419,Tuc des Estanhets,,,,2886.9,42.619254,0.8069927,201,Q11953331,ca:Tuc des Estanhets,219
node,3807551826,Pic d'Aulon,,,,2738,42.8745662,0.2443716,223,,,219
node,1304112242,Pic de Qüenca,,,,2639.0,42.6998131,1.0543057,210,Q11941496,ca:Pic de Qüenca,218
node,488467098,Pic de les Nou Fonts,,,,2861,42.4248996,2.1676294,210,Q1269228,ca:Pic de Nou Fonts,217
node,2295058527,Pic de Thoumasset,,,,2741,42.653962,1.582887,,,,217
node,1250023618,Pico L'ibón,,,,2482,42.7769826,-0.595677,,,,217
node,745562325,Buztanzelai,,Buztanzelhay,Buztanzelai,1029,43.1943265,-1.3866445,,,,216
node,2776949611,Pic de Bastan,,,,2715,42.8659574,0.2007309,206,Q3382348,fr:Pic de Bastan,214
node,7001227226,Pic de Lourdes,,,,2647,42.7385081,-0.1176881,,Q31638647,,214
node,5487103064,Tosse de Pédourrés,,,,2468,42.61807,1.780554,,Q129571736,,214
node,1250021522,Chipeta Alto,,,,2175,42.8544131,-0.7279798,,,,214
node,733817073,Le Dec de Lhurs,,,,2176,42.9154203,-0.701921,,,,213
node,1699960790,Tuc de la Lane,,,,1334,42.8004485,1.3085524,,,,213
node,5859199520,Pui de la Bonaigua,,,,2778.1,42.6271939,1.019478,214,Q17481391,ca:Pui de la Bonaigua,212
node,3180772895,Le Salon de Ger,,,,2611,42.9375447,-0.3544538,,,,212
node,1329675219,Pic de Séron,,,,2489,42.7414209,1.3267826,,Q48758172,,212
node,590706383,Punta Escarra,,,Punta Escarra,2751,42.7324081,-0.4386589,,,,211
node,12407611213,Pic de Raco Petit,,,,2785,42.4400637,2.1859597,,,,210
node,652132496,Montaña del Verde,,,Montaña del Verde,2295,42.6979137,-0.249145,,,,209
node,2475149333,Pic de Bernat Barrau,,,,2793,42.8385124,-0.216004,,,,208
node,7728089195,Pica Cerví de Durro,,,,2656.4,42.461181,0.8665228,206,Q17301003,ca:Pica Cerví de Durro,208
node,989447293,Pic de l'Har,,,,2424,42.8347803,0.8954148,,,,207
node,788356319,Pic Chardéca,,Pic Chardéca,,1893,42.9638937,-0.9057634,,,,207
node,652132476,Demeure Soulé,,,,2931,42.8344693,-0.2760935,,,,205
node,5487116967,Puig de Font Viva,,,,2673,42.5688633,1.8802043,205,Q64025166,ca:Puig de Fontviva,205
node,1997748368,Puig de Pradets,,,,1175.5,42.4740207,2.9896863,203,Q11943614,ca:Puig de Pradets,204
node,2675718879,Le Billare,,,,2309,42.9302781,-0.6908331,,,,203
node,4210926812,Peña Petruso,,,,2198,42.6694701,-0.3910254,,,,203
node,7552075767,,,,,2843,42.6965802,0.0503509,,,,202
node,4307142940,,,,,2624,42.6826158,1.1637285,,,,202
node,4329805607,Comodoto,,,,2354,42.6747975,0.1294321,,Q24002178,,202
node,3296025323,Paquiza Linzola,,,,2104,42.9138568,-0.7761044,,Q26232281,an:Paquiza Linzola,202
node,6679927433,Saroberri,,,,1338,43.0583759,-1.0895172,,,,202
node,910540213,Oilarandoi,,,,933,43.1531047,-1.3344137,,Q12265034,,201
node,1304121893,Tuc de Canejan,,,,2656.5,42.8200195,0.8635891,201,Q11953275,,200
node,11406979713,Tuc de la Core de Léat,,,,1704,42.8581104,0.9119732,,,,200
node,2364440769,Peña de Sin,,,,1639,42.5711209,0.2596975,,,,200
node,2406980406,Serrat del Cogull,,,,1255,42.3726766,2.584177,,,,200
node,1867528828,Pic de Parraouis,,,,2934,42.7432474,0.36734,,,,199
node,733817080,Pic d'Aillary,,,,2215,42.8426332,-0.624688,,,,199
node,7552075764,,,,,2685,42.697992,0.0563665,,,,198
node,733939401,Pic de Gaube,,,,2377,42.8380297,-0.1522154,,,,198
node,4315506467,Peña Blanca,,,,2365,42.8041412,-0.4531478,,,,198
node,5003256549,Cap Dera Baquo Oriental,,,Cap Dera Baquo Oriental,3104,42.6931007,0.4927623,,,,197
node,1167195993,Abodi,,,,1532.92,42.9517166,-1.0543201,,Q2821682,,197
node,2425714279,Martanyà,,,,1031.3,42.3096301,2.6067558,,Q11935659,ca:Martanyà,197
node,12512539611,Bianditz,,,,843,43.2468043,-1.7906675,,Q8247449,,197
node,623508746,Pico de Estós o Tuca del Dalliú,,,Pico de Estós o Tuca del Dalliú,2531,42.6566767,0.5559256,,,,196
